x,y
435.455,0.04992994970426374
435.456,0.047471633912041
435.457,0.04684420059320551
435.4579999999999,0.04673690483551918
435.4589999999999,0.046189823323427415
435.4599999999999,0.047957142835985005
435.46099999999984,0.047515972533879076
435.4619999999998,0.04839350659458267
435.4629999999998,0.04934526892819451
435.46399999999977,0.05052260355215382
435.46499999999975,0.05136141986156267
435.4659999999997,0.051111178513813804
435.4669999999997,0.050909109277000604
435.4679999999997,0.05069414012363117
435.46899999999965,0.05101772098178172
435.4699999999996,0.05278921098551957
435.4709999999996,0.05359469371835445
435.4719999999996,0.052443322537342234
435.4729999999996,0.05184648697170514
435.47399999999953,0.052084341864629076
435.4749999999995,0.05210940387787948
435.4759999999995,0.051903513375627146
435.47699999999946,0.0516256077737027
435.4779999999994,0.05118659851748644
435.4789999999994,0.0514135381572598
435.4799999999994,0.05207079245354533
435.48099999999937,0.0521343461909992
435.48199999999935,0.051952919125266214
435.4829999999993,0.05161633927573908
435.4839999999993,0.051231669816812604
435.4849999999993,0.05115564209858247
435.4859999999993,0.051253229030914324
435.4869999999992,0.050854056181960976
435.4879999999992,0.05023260242564152
435.4889999999992,0.048699208450760846
435.4899999999992,0.046843230949899256
435.49099999999913,0.04649738573893775
435.4919999999991,0.04641305920617103
435.4929999999991,0.045216361842114645
435.4939999999991,0.04383782564604605
435.49499999999904,0.042816398059840916
435.495999999999,0.04192601796183364
435.496999999999,0.04019807873778946
435.49799999999897,0.03867298289354014
435.4989999999989,0.0396419324328301
435.4999999999989,0.040476246672382234
435.5009999999989,0.03981724236229521
435.5019999999989,0.039349158713013824
435.5029999999989,0.04030490085522267
435.5039999999988,0.04098091072635848
435.5049999999988,0.04073508207264854
435.5059999999988,0.04091946695364891
435.5069999999988,0.042331797700840695
435.50799999999873,0.04318451316826004
435.5089999999987,0.042273519619453075
435.5099999999987,0.041701425496344806
435.51099999999866,0.0419561816089612
435.5119999999986,0.04268104734966753
435.5129999999986,0.04407857798703327
435.5139999999986,0.04448766310554195
435.51499999999857,0.04358454918822529
435.51599999999854,0.042405190696958056
435.5169999999985,0.04092479071402303
435.5179999999985,0.040387736232982356
435.51899999999847,0.04082596035403093
435.5199999999985,0.04169023511159925
435.5209999999984,0.04284861300068555
435.5219999999984,0.043985978762118794
435.5229999999984,0.04511687831257412
435.5239999999984,0.045150734810996955
435.52499999999833,0.04461677328139134
435.5259999999983,0.04498888172165611
435.5269999999983,0.04580543140473694
435.5279999999983,0.044482059363842044
435.52899999999823,0.04228475970637536
435.5299999999982,0.04056420238046339
435.5309999999982,0.03902169326121178
435.53199999999816,0.039462291485015524
435.5329999999981,0.040325212797390396
435.5339999999981,0.040701394347225826
435.5349999999981,0.0409923653020548
435.53599999999807,0.039844188020890375
435.5369999999981,0.03866563529358352
435.537999999998,0.03744810435964387
435.538999999998,0.036204443192890776
435.539999999998,0.03505591238540927
435.540999999998,0.03400970736918899
