Object,RA,DEC,DateObs,setting,WaveMin,WaveMax,Filename
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5550.7,5644.2,/HD101065/RED_564/HD101065_w564_redl_20170420_O24.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5707.8,5803.8,/HD101065/RED_564/HD101065_w564_redu_20170424_O2.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5550.7,5644.2,/HD101065/RED_564/HD101065_w564_redl_20170424_O24.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,4726.4,4806.7,/HD101065/RED_564/HD101065_w564_redl_20170420_O5.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5261.0,5349.9,/HD101065/RED_564/HD101065_w564_redl_20170420_O18.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6436.7,6544.3,/HD101065/RED_564/HD101065_w564_redu_20170424_O14.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4878.9,4961.7,/HD101065/RED_564/HD101065_w564_redl_20170424_O9.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5931.7,6031.3,/HD101065/RED_564/HD101065_w564_redu_20170420_O6.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5500.2,5592.9,/HD101065/RED_564/HD101065_w564_redl_20170420_O23.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5041.6,5127.0,/HD101065/RED_564/HD101065_w564_redl_20170424_O13.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5307.1,5396.8,/HD101065/RED_564/HD101065_w564_redl_20170420_O19.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5874.1,5972.8,/HD101065/RED_564/HD101065_w564_redu_20170424_O5.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5260.9,5349.8,/HD101065/RED_564/HD101065_w564_redl_20170424_O18.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,4763.6,4844.6,/HD101065/RED_564/HD101065_w564_redl_20170420_O6.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6576.7,6686.5,/HD101065/RED_564/HD101065_w564_redu_20170424_O16.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5215.6,5303.8,/HD101065/RED_564/HD101065_w564_redl_20170420_O17.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,6111.5,6214.0,/HD101065/RED_564/HD101065_w564_redu_20170420_O9.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4689.7,4769.5,/HD101065/RED_564/HD101065_w564_redl_20170424_O4.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5990.5,6091.0,/HD101065/RED_564/HD101065_w564_redu_20170420_O7.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4726.4,4806.7,/HD101065/RED_564/HD101065_w564_redl_20170424_O5.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5401.9,5493.1,/HD101065/RED_564/HD101065_w564_redl_20170424_O21.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4618.1,4696.7,/HD101065/RED_564/HD101065_w564_redl_20170424_O2.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5171.0,5258.4,/HD101065/RED_564/HD101065_w564_redl_20170420_O16.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6505.9,6614.6,/HD101065/RED_564/HD101065_w564_redu_20170424_O15.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5990.4,6091.0,/HD101065/RED_564/HD101065_w564_redu_20170424_O7.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6050.4,6151.9,/HD101065/RED_564/HD101065_w564_redu_20170424_O8.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5307.1,5396.7,/HD101065/RED_564/HD101065_w564_redl_20170424_O19.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5084.0,5170.1,/HD101065/RED_564/HD101065_w564_redl_20170420_O14.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5500.2,5592.9,/HD101065/RED_564/HD101065_w564_redl_20170424_O23.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5354.1,5444.5,/HD101065/RED_564/HD101065_w564_redl_20170424_O20.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4763.6,4844.5,/HD101065/RED_564/HD101065_w564_redl_20170424_O6.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5707.8,5803.9,/HD101065/RED_564/HD101065_w564_redu_20170420_O2.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,6237.6,6342.0,/HD101065/RED_564/HD101065_w564_redu_20170420_O11.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5874.1,5972.8,/HD101065/RED_564/HD101065_w564_redu_20170420_O5.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5654.5,5749.6,/HD101065/RED_564/HD101065_w564_redu_20170424_O1.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6237.5,6342.0,/HD101065/RED_564/HD101065_w564_redu_20170424_O11.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4801.4,4883.0,/HD101065/RED_564/HD101065_w564_redl_20170424_O7.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5171.0,5258.4,/HD101065/RED_564/HD101065_w564_redl_20170424_O16.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5041.6,5127.0,/HD101065/RED_564/HD101065_w564_redl_20170420_O13.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4583.1,4661.1,/HD101065/RED_564/HD101065_w564_redl_20170424_O1.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5127.1,5213.9,/HD101065/RED_564/HD101065_w564_redl_20170420_O15.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,4839.9,4922.0,/HD101065/RED_564/HD101065_w564_redl_20170424_O8.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,6173.9,6277.3,/HD101065/RED_564/HD101065_w564_redu_20170424_O10.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5000.0,5084.7,/HD101065/RED_564/HD101065_w564_redl_20170420_O12.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,6173.9,6277.3,/HD101065/RED_564/HD101065_w564_redu_20170420_O10.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5450.6,5542.5,/HD101065/RED_564/HD101065_w564_redl_20170424_O22.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,6050.4,6151.9,/HD101065/RED_564/HD101065_w564_redu_20170420_O8.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5931.7,6031.3,/HD101065/RED_564/HD101065_w564_redu_20170424_O6.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5084.0,5170.1,/HD101065/RED_564/HD101065_w564_redl_20170424_O14.fits
HD101065,174.403661,-46.70966,2017-04-24T04:29:40.914,564,5817.6,5915.4,/HD101065/RED_564/HD101065_w564_redu_20170424_O4.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,5654.5,5749.6,/HD101065/RED_564/HD101065_w564_redu_20170420_O1.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,4689.7,4769.5,/HD101065/RED_564/HD101065_w564_redl_20170420_O4.fits
HD101065,174.403569,-46.70925,2017-04-20T05:31:58.986,564,6436.7,6544.3,/HD101065/RED_564/HD101065_w564_redu_20170420_O14.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3989.6,4051.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O9.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4132.2,4196.3,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O13.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4871.9,4947.1,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O30.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4628.2,4699.7,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O25.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3793.3,3852.4,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O3.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4675.0,4747.2,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O26.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3762.5,3821.1,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O2.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4325.4,4392.3,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O18.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4821.1,4895.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O29.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4024.3,4086.8,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O10.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4059.7,4122.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O11.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4450.2,4519.0,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O21.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4285.3,4351.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O17.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3922.0,3982.9,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O7.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4095.6,4159.1,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O12.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4771.4,4845.1,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O28.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4923.7,4999.7,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O31.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4493.4,4562.9,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O22.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4207.3,4272.5,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O15.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4366.2,4433.7,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O19.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4246.0,4311.7,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O16.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4407.8,4476.0,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O20.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3824.7,3884.2,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O4.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4582.4,4653.2,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O24.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3732.1,3790.3,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O1.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4537.5,4607.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O23.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3856.6,3916.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O5.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3889.0,3949.5,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O6.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4169.4,4234.0,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O14.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,3955.5,4017.0,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O8.fits
HD101065,174.403482,-46.70969,2017-04-24T05:36:53.037,437,4722.7,4795.6,/HD101065/BLUE_437/HD101065_w437_blue_20170424_O27.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9455.5,9611.9,/HD101065/RED_860/HD101065_w860_redu_20170424_O8.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7119.3,7237.6,/HD101065/RED_860/HD101065_w860_redl_20170424_O7.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8068.6,8202.5,/HD101065/RED_860/HD101065_w860_redl_20170424_O17.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7290.8,7412.0,/HD101065/RED_860/HD101065_w860_redl_20170424_O9.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9605.6,9764.4,/HD101065/RED_860/HD101065_w860_redu_20170424_O9.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7660.0,7787.2,/HD101065/RED_860/HD101065_w860_redl_20170424_O13.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8644.9,8788.2,/HD101065/RED_860/HD101065_w860_redu_20170424_O2.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8177.7,8313.3,/HD101065/RED_860/HD101065_w860_redl_20170424_O18.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,6955.6,7071.2,/HD101065/RED_860/HD101065_w860_redl_20170424_O5.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7758.2,7887.1,/HD101065/RED_860/HD101065_w860_redl_20170424_O14.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,6799.3,6912.3,/HD101065/RED_860/HD101065_w860_redl_20170424_O3.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7859.0,7989.5,/HD101065/RED_860/HD101065_w860_redl_20170424_O15.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9032.0,9181.6,/HD101065/RED_860/HD101065_w860_redu_20170424_O5.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8523.1,8664.5,/HD101065/RED_860/HD101065_w860_redu_20170424_O1.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7564.3,7689.9,/HD101065/RED_860/HD101065_w860_redl_20170424_O12.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9168.8,9320.7,/HD101065/RED_860/HD101065_w860_redu_20170424_O6.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,10086.0,10252.4,/HD101065/RED_860/HD101065_w860_redu_20170424_O12.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9309.9,9464.0,/HD101065/RED_860/HD101065_w860_redu_20170424_O7.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8770.2,8915.6,/HD101065/RED_860/HD101065_w860_redu_20170424_O3.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,6876.5,6990.9,/HD101065/RED_860/HD101065_w860_redl_20170424_O4.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7204.0,7323.8,/HD101065/RED_860/HD101065_w860_redl_20170424_O8.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,6723.7,6835.6,/HD101065/RED_860/HD101065_w860_redl_20170424_O2.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7470.9,7595.0,/HD101065/RED_860/HD101065_w860_redl_20170424_O11.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8289.7,8427.2,/HD101065/RED_860/HD101065_w860_redl_20170424_O19.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9920.6,10084.4,/HD101065/RED_860/HD101065_w860_redu_20170424_O11.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8899.1,9046.6,/HD101065/RED_860/HD101065_w860_redu_20170424_O4.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7036.5,7153.4,/HD101065/RED_860/HD101065_w860_redl_20170424_O6.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7962.4,8094.6,/HD101065/RED_860/HD101065_w860_redl_20170424_O16.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,7379.8,7502.4,/HD101065/RED_860/HD101065_w860_redl_20170424_O10.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,9760.6,9921.8,/HD101065/RED_860/HD101065_w860_redu_20170424_O10.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,8404.8,8544.2,/HD101065/RED_860/HD101065_w860_redl_20170424_O20.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,10256.9,10426.1,/HD101065/RED_860/HD101065_w860_redu_20170424_O13.fits
HD101065,174.403534,-46.70969,2017-04-24T05:09:07.543,860,6649.8,6760.4,/HD101065/RED_860/HD101065_w860_redl_20170424_O1.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3644.0,3700.8,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O26.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3258.8,3309.9,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O11.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3402.7,3455.9,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O17.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3084.8,3133.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O3.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3824.8,3884.3,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O32.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3191.3,3241.5,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O8.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3453.5,3507.5,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O19.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3147.9,3197.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O6.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3615.5,3671.9,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O25.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3377.8,3430.7,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O16.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3532.6,3587.8,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O22.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3281.9,3333.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O12.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3169.4,3219.3,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O7.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3236.0,3286.8,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O10.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3305.4,3357.2,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O13.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3559.8,3615.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O23.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3064.4,3112.7,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O2.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3353.3,3405.8,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O15.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3024.2,3072.0,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O0.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3479.5,3533.9,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O20.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3427.9,3481.5,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O18.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3732.2,3790.3,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O29.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3044.2,3092.2,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O1.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3505.9,3560.6,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O21.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3329.2,3381.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O14.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3702.3,3760.0,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O28.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3213.5,3264.0,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O9.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3672.9,3730.2,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O27.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3126.6,3175.8,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O5.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3587.5,3643.4,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O24.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3793.4,3852.5,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O31.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3762.6,3821.1,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O30.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:48:18.999,346,3105.6,3154.5,/HD164073/BLUE_346/HD164073_w346_blue_20180830_O4.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5707.8,5803.8,/HD164073/RED_564/HD164073_w564_redu_20180830_O2.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5931.7,6031.3,/HD164073/RED_564/HD164073_w564_redu_20180830_O6.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6576.7,6686.4,/HD164073/RED_564/HD164073_w564_redu_20180830_O16.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5500.2,5592.9,/HD164073/RED_564/HD164073_w564_redl_20180830_O23.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5127.1,5213.9,/HD164073/RED_564/HD164073_w564_redl_20180830_O15.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6506.0,6614.6,/HD164073/RED_564/HD164073_w564_redu_20180830_O15.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5762.2,5859.1,/HD164073/RED_564/HD164073_w564_redu_20180830_O3.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6302.6,6408.0,/HD164073/RED_564/HD164073_w564_redu_20180830_O12.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4653.6,4732.8,/HD164073/RED_564/HD164073_w564_redl_20180830_O3.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4801.4,4883.0,/HD164073/RED_564/HD164073_w564_redl_20180830_O7.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5874.1,5972.8,/HD164073/RED_564/HD164073_w564_redu_20180830_O5.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4618.1,4696.7,/HD164073/RED_564/HD164073_w564_redl_20180830_O2.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5354.1,5444.5,/HD164073/RED_564/HD164073_w564_redl_20180830_O20.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5401.9,5493.1,/HD164073/RED_564/HD164073_w564_redl_20180830_O21.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5307.1,5396.8,/HD164073/RED_564/HD164073_w564_redl_20180830_O19.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6111.5,6214.0,/HD164073/RED_564/HD164073_w564_redu_20180830_O9.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4918.6,5002.0,/HD164073/RED_564/HD164073_w564_redl_20180830_O10.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6173.9,6277.3,/HD164073/RED_564/HD164073_w564_redu_20180830_O10.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4726.4,4806.7,/HD164073/RED_564/HD164073_w564_redl_20180830_O5.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4959.0,5043.0,/HD164073/RED_564/HD164073_w564_redl_20180830_O11.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4878.9,4961.7,/HD164073/RED_564/HD164073_w564_redl_20180830_O9.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6368.9,6475.4,/HD164073/RED_564/HD164073_w564_redu_20180830_O13.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5550.7,5644.2,/HD164073/RED_564/HD164073_w564_redl_20180830_O24.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6436.7,6544.3,/HD164073/RED_564/HD164073_w564_redu_20180830_O14.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4583.1,4661.1,/HD164073/RED_564/HD164073_w564_redl_20180830_O1.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,6237.6,6342.0,/HD164073/RED_564/HD164073_w564_redu_20180830_O11.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5990.5,6091.0,/HD164073/RED_564/HD164073_w564_redu_20180830_O7.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4763.6,4844.5,/HD164073/RED_564/HD164073_w564_redl_20180830_O6.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5817.6,5915.4,/HD164073/RED_564/HD164073_w564_redu_20180830_O4.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5084.0,5170.1,/HD164073/RED_564/HD164073_w564_redl_20180830_O14.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5041.6,5127.0,/HD164073/RED_564/HD164073_w564_redl_20180830_O13.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,5000.0,5084.7,/HD164073/RED_564/HD164073_w564_redl_20180830_O12.fits
HD 164073,270.503012,-48.81081,2018-08-30T01:15:55.105,564,4839.9,4922.0,/HD164073/RED_564/HD164073_w564_redl_20180830_O8.fits
